  
       XFOIL         Version 6.97
  
 Calculated polar for: NACA 0009                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     1.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
   1.600   0.1645   0.00494   0.00114   0.0045   0.5615   0.9499
   1.800   0.1870   0.00511   0.00119   0.0045   0.5256   0.9593
   2.000   0.2093   0.00529   0.00125   0.0046   0.4897   0.9684
   2.200   0.2349   0.00549   0.00132   0.0039   0.4510   0.9740
   2.400   0.2582   0.00570   0.00140   0.0037   0.4133   0.9808
   2.600   0.2862   0.00594   0.00148   0.0023   0.3710   0.9836
   2.800   0.3144   0.00619   0.00157   0.0009   0.3279   0.9863
   3.000   0.3420   0.00645   0.00168  -0.0003   0.2860   0.9891
   3.200   0.3681   0.00673   0.00179  -0.0013   0.2439   0.9922
   3.400   0.3968   0.00702   0.00191  -0.0029   0.2034   0.9936
   3.600   0.4250   0.00732   0.00205  -0.0044   0.1640   0.9953
   3.800   0.4530   0.00760   0.00219  -0.0058   0.1321   0.9971
   4.000   0.4808   0.00788   0.00235  -0.0071   0.1041   0.9988
   4.200   0.5071   0.00816   0.00251  -0.0081   0.0818   1.0000
   4.400   0.5261   0.00836   0.00266  -0.0076   0.0682   1.0000
   4.600   0.5451   0.00858   0.00282  -0.0069   0.0565   1.0000
   4.800   0.5641   0.00877   0.00297  -0.0063   0.0492   1.0000
   5.000   0.5832   0.00897   0.00315  -0.0057   0.0432   1.0000
   5.200   0.6020   0.00922   0.00336  -0.0050   0.0374   1.0000
   5.400   0.6213   0.00941   0.00356  -0.0044   0.0344   1.0000
   5.600   0.6404   0.00962   0.00375  -0.0038   0.0313   1.0000
   5.800   0.6592   0.00993   0.00406  -0.0031   0.0280   1.0000
   6.000   0.6787   0.01010   0.00426  -0.0025   0.0264   1.0000
   6.200   0.6981   0.01033   0.00448  -0.0019   0.0247   1.0000
   6.400   0.7165   0.01075   0.00492  -0.0012   0.0224   1.0000
   6.600   0.7358   0.01100   0.00520  -0.0006   0.0215   1.0000
   6.800   0.7555   0.01122   0.00544  -0.0001   0.0204   1.0000
   7.000   0.7752   0.01146   0.00568   0.0004   0.0193   1.0000
   7.200   0.7944   0.01179   0.00602   0.0009   0.0181   1.0000
   7.400   0.8121   0.01242   0.00671   0.0017   0.0170   1.0000
   7.600   0.8321   0.01267   0.00699   0.0021   0.0165   1.0000
   7.800   0.8518   0.01298   0.00734   0.0025   0.0159   1.0000
   8.000   0.8714   0.01331   0.00770   0.0029   0.0153   1.0000
   8.200   0.8910   0.01366   0.00807   0.0033   0.0147   1.0000
   8.400   0.9103   0.01405   0.00850   0.0038   0.0141   1.0000
   8.600   0.9276   0.01476   0.00926   0.0045   0.0135   1.0000
   8.800   0.9445   0.01555   0.01013   0.0052   0.0129   1.0000
   9.000   0.9643   0.01586   0.01049   0.0056   0.0126   1.0000
   9.200   0.9835   0.01626   0.01094   0.0060   0.0123   1.0000
   9.400   1.0021   0.01675   0.01148   0.0065   0.0119   1.0000
   9.600   1.0206   0.01724   0.01204   0.0069   0.0115   1.0000
   9.800   1.0390   0.01773   0.01257   0.0074   0.0112   1.0000
  10.000   1.0572   0.01823   0.01312   0.0079   0.0109   1.0000
  10.200   1.0748   0.01881   0.01375   0.0084   0.0106   1.0000
  10.400   1.0902   0.01970   0.01471   0.0092   0.0103   1.0000
  10.600   1.0974   0.02188   0.01710   0.0108   0.0099   1.0000
  10.800   1.1144   0.02247   0.01778   0.0114   0.0098   1.0000
  11.000   1.1304   0.02317   0.01858   0.0120   0.0096   1.0000
  11.200   1.1453   0.02399   0.01952   0.0128   0.0095   1.0000
  11.400   1.1591   0.02492   0.02055   0.0136   0.0093   1.0000
  11.600   1.1719   0.02593   0.02169   0.0145   0.0092   1.0000
  11.800   1.1836   0.02702   0.02290   0.0155   0.0090   1.0000
  12.000   1.1941   0.02817   0.02416   0.0165   0.0089   1.0000
  12.200   1.2039   0.02930   0.02541   0.0176   0.0087   1.0000
  12.400   1.2130   0.03040   0.02662   0.0187   0.0086   1.0000
  12.600   1.2212   0.03148   0.02779   0.0197   0.0084   1.0000
  12.800   1.2264   0.03253   0.02893   0.0213   0.0083   1.0000
  13.000   1.2296   0.03366   0.03015   0.0228   0.0082   1.0000
  13.200   1.2316   0.03497   0.03155   0.0241   0.0081   1.0000
  13.400   1.2320   0.03655   0.03322   0.0249   0.0080   1.0000
  13.600   1.2304   0.03853   0.03529   0.0252   0.0079   1.0000
  13.800   1.2264   0.04106   0.03794   0.0247   0.0078   1.0000
  14.000   1.2197   0.04435   0.04135   0.0233   0.0078   1.0000
  14.200   1.2101   0.04860   0.04574   0.0205   0.0077   1.0000
  14.400   1.1974   0.05403   0.05132   0.0165   0.0077   1.0000
  14.600   1.1800   0.06088   0.05834   0.0112   0.0077   1.0000
  14.800   1.1542   0.06985   0.06749   0.0046   0.0078   1.0000
  15.000   1.0888   0.08723   0.08517  -0.0065   0.0081   1.0000
