  
       XFOIL         Version 6.97
  
 Calculated polar for: NACA 23015                                      
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     1.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
   6.250   0.8409   0.01053   0.00495  -0.0072   0.1874   0.9781
   6.500   0.8748   0.01071   0.00514  -0.0086   0.1835   0.9804
   6.750   0.9030   0.01096   0.00536  -0.0087   0.1795   0.9844
   7.000   0.9386   0.01118   0.00557  -0.0106   0.1751   0.9855
   7.250   0.9740   0.01134   0.00573  -0.0123   0.1709   0.9868
   7.500   1.0077   0.01158   0.00594  -0.0138   0.1664   0.9886
   7.750   1.0403   0.01179   0.00615  -0.0149   0.1629   0.9909
   8.000   1.0718   0.01199   0.00636  -0.0159   0.1590   0.9932
   8.250   1.1062   0.01221   0.00655  -0.0176   0.1544   0.9945
   8.500   1.1405   0.01238   0.00673  -0.0192   0.1507   0.9960
   8.750   1.1739   0.01257   0.00692  -0.0206   0.1463   0.9977
   9.000   1.2067   0.01281   0.00714  -0.0220   0.1416   0.9993
   9.250   1.2324   0.01299   0.00733  -0.0218   0.1371   1.0000
   9.500   1.2455   0.01324   0.00756  -0.0191   0.1327   1.0000
   9.750   1.2603   0.01343   0.00777  -0.0167   0.1289   1.0000
  10.000   1.2733   0.01369   0.00802  -0.0140   0.1241   1.0000
  10.250   1.2865   0.01394   0.00828  -0.0113   0.1196   1.0000
  10.500   1.2979   0.01425   0.00856  -0.0083   0.1143   1.0000
  10.750   1.3065   0.01451   0.00883  -0.0047   0.1096   1.0000
  11.000   1.3111   0.01483   0.00912  -0.0005   0.1043   1.0000
  11.250   1.3187   0.01513   0.00944   0.0032   0.0992   1.0000
  11.500   1.3258   0.01553   0.00981   0.0068   0.0941   1.0000
  11.750   1.3331   0.01598   0.01025   0.0103   0.0891   1.0000
  12.000   1.3422   0.01642   0.01070   0.0133   0.0847   1.0000
  12.250   1.3497   0.01697   0.01124   0.0165   0.0804   1.0000
  12.500   1.3592   0.01749   0.01177   0.0192   0.0767   1.0000
  12.750   1.3670   0.01811   0.01240   0.0220   0.0732   1.0000
  13.000   1.3763   0.01872   0.01304   0.0245   0.0701   1.0000
  13.250   1.3834   0.01948   0.01380   0.0272   0.0672   1.0000
  13.500   1.3929   0.02017   0.01452   0.0294   0.0646   1.0000
  13.750   1.3991   0.02107   0.01544   0.0317   0.0622   1.0000
  14.000   1.4077   0.02191   0.01632   0.0337   0.0602   1.0000
  14.250   1.4152   0.02286   0.01731   0.0356   0.0584   1.0000
  14.500   1.4198   0.02405   0.01852   0.0375   0.0567   1.0000
  14.750   1.4263   0.02520   0.01973   0.0391   0.0553   1.0000
  15.000   1.4332   0.02640   0.02099   0.0405   0.0540   1.0000
