  
       XFOIL         Version 6.97
  
 Calculated polar for: NACA 0012                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     1.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
   6.000   0.6940   0.00976   0.00396  -0.0041   0.0813   0.9944
   6.250   0.7289   0.01007   0.00421  -0.0058   0.0708   0.9959
   6.500   0.7635   0.01038   0.00447  -0.0074   0.0625   0.9976
   6.750   0.7976   0.01070   0.00476  -0.0089   0.0556   0.9992
   7.000   0.8262   0.01098   0.00501  -0.0092   0.0507   1.0000
   7.250   0.8473   0.01123   0.00526  -0.0079   0.0470   1.0000
   7.500   0.8677   0.01156   0.00556  -0.0065   0.0434   1.0000
   7.750   0.8891   0.01180   0.00582  -0.0053   0.0409   1.0000
   8.000   0.9093   0.01216   0.00616  -0.0039   0.0382   1.0000
   8.250   0.9309   0.01241   0.00643  -0.0027   0.0362   1.0000
   8.500   0.9514   0.01280   0.00680  -0.0013   0.0340   1.0000
   8.750   0.9729   0.01310   0.00714  -0.0001   0.0325   1.0000
   9.000   0.9944   0.01344   0.00747   0.0010   0.0309   1.0000
   9.250   1.0148   0.01389   0.00793   0.0023   0.0293   1.0000
   9.500   1.0370   0.01420   0.00828   0.0033   0.0281   1.0000
   9.750   1.0587   0.01459   0.00868   0.0043   0.0269   1.0000
  10.000   1.0790   0.01515   0.00926   0.0055   0.0257   1.0000
  10.250   1.1016   0.01552   0.00966   0.0064   0.0248   1.0000
  10.500   1.1239   0.01592   0.01010   0.0072   0.0239   1.0000
  10.750   1.1445   0.01649   0.01067   0.0082   0.0229   1.0000
  11.000   1.1652   0.01704   0.01127   0.0092   0.0222   1.0000
  11.250   1.1868   0.01751   0.01179   0.0101   0.0215   1.0000
  11.500   1.2078   0.01801   0.01233   0.0110   0.0208   1.0000
  11.750   1.2275   0.01861   0.01295   0.0120   0.0202   1.0000
  12.000   1.2431   0.01951   0.01390   0.0136   0.0195   1.0000
  12.250   1.2632   0.02003   0.01449   0.0146   0.0191   1.0000
  12.500   1.2821   0.02061   0.01513   0.0157   0.0186   1.0000
  12.750   1.3000   0.02123   0.01579   0.0169   0.0181   1.0000
  13.000   1.3161   0.02191   0.01652   0.0182   0.0176   1.0000
  13.250   1.3260   0.02281   0.01746   0.0205   0.0172   1.0000
  13.500   1.3304   0.02404   0.01876   0.0232   0.0169   1.0000
  13.750   1.3428   0.02487   0.01968   0.0248   0.0166   1.0000
  14.000   1.3533   0.02585   0.02075   0.0264   0.0163   1.0000
  14.250   1.3625   0.02698   0.02196   0.0279   0.0160   1.0000
  14.500   1.3706   0.02827   0.02333   0.0291   0.0158   1.0000
  14.750   1.3777   0.02972   0.02486   0.0302   0.0155   1.0000
  15.000   1.3835   0.03141   0.02662   0.0309   0.0153   1.0000
